"","ID","ID_year","ID_Rater1","ID_Rater2","Score_Rater1","Score_Rater2","C_extra_1","C_extra_2","C_sum_1","C_sum_2","L_extra_1","L_extra_2","L_struct_1","L_struct_2","L_style_1","L_style_2","L_syntax_1","L_syntax_2"
"10826",109363,14,"0000cab9","0001dbc5",26,35,0,0,20,26,0,0,6,4,0,3,0,2
"10827",109364,10,"0001b0fa","0000cabe",30,30,0,0,17,16,0,0,6,5,4,4,3,5
"10829",109365,14,"0001d66b","0000cac2",30,35,0,1,23,26,0,0,5,6,2,2,0,0
"10830",109366,13,"0001a9c5","0001d382",30,20,0,0,20,10,0,0,4,5,3,3,3,2
"10831",109367,11,"0001dba7","0001dbd4",22,24,0,0,15,14,0,0,3,6,4,4,0,0
"10832",109368,13,"0000cab9","0001a9aa",34,27,0,0,21,17,0,0,6,5,5,3,2,2
"10833",109369,10,"0001b141","0001d39f",40,29,1,0,22,16,2,0,6,6,4,6,5,1
"10834",109370,11,"0001dba2","0001d3a9",35,34,0,0,27,24,0,0,5,6,3,4,0,0
"10835",109371,13,"0001a9c3","0000cbf7",26,26,0,0,19,18,0,0,6,6,1,2,0,0
"10836",109372,12,"0001ad83","0000cee9",36,30,0,0,27,23,0,0,6,6,3,1,0,0
"10837",109373,11,"0000c9bc","0001dbea",45,34,2,0,28,22,1,0,6,5,3,3,5,4
"10838",109374,14,"0001dbb3","0001d5f0",31,37,0,0,22,28,0,0,6,6,0,0,3,3
"10839",109375,13,"0001a9c4","0001dbfb",14,21,0,0,11,15,0,0,3,5,0,1,0,0
"10840",109376,10,"0001d5ea","0001dbd6",26,30,0,0,17,21,0,0,6,6,2,3,1,0
"10841",109377,10,"0000cabe","0001d39f",31,32,0,0,16,17,0,0,6,6,5,6,4,3
"10844",109378,14,"0001a9aa","0001d586",23,21,0,0,14,12,0,0,5,4,3,3,1,2
"10845",109379,12,"0001d590","0000c9b9",29,37,0,1,21,25,0,0,6,6,2,3,0,2
"10846",109380,12,"0001d2d3","0001d353",33,44,2,2,21,30,0,0,4,5,4,4,2,3
"10847",109381,10,"0001db88","0001d49a",44,35,3,0,26,23,2,0,6,3,5,4,2,5
"10848",109382,11,"0001d3a4","0001d392",20,15,0,0,15,9,0,0,4,3,1,3,0,0
"10850",109382,12,"0000ccf0","0001db88",25,11,0,0,15,2,0,0,4,5,4,4,2,0
"10852",109382,13,"0001d39f","0001b0fa",24,17,0,0,15,11,0,0,6,4,3,2,0,0
"10853",109383,10,"0001dbc2","0001d674",28,26,0,0,17,14,0,0,5,6,3,3,3,3
"10854",109384,13,"0001d66d","0001a9c3",26,31,0,1,18,21,0,0,6,6,2,3,0,0
"10855",109385,10,"0000cee6","0001a9bd",35,27,0,0,23,17,0,0,6,6,3,3,3,1
"10856",109386,10,"0001d586","0001d57a",29,34,0,0,20,26,0,0,5,5,4,3,0,0
"10857",109387,12,"0000ccfb","0001d497",29,29,0,0,13,16,1,0,4,5,5,3,6,5
"10858",109388,12,"0001d4e3","0001d4e4",27,29,0,0,19,22,0,0,5,5,3,2,0,0
"10859",109389,10,"0001dbaf","0001dbc5",34,35,0,0,19,20,0,0,6,6,5,4,4,5
"10860",109390,13,"0001d56b","0001dbd6",25,28,0,0,16,16,0,0,5,6,4,5,0,1
"10861",109391,12,"0001d630","0001daa3",29,28,0,0,16,18,1,0,4,4,4,2,4,4
"10862",109392,10,"0001d580","0001a9c2",32,23,0,0,22,17,0,0,5,6,4,0,1,0
"10863",109393,14,"0001dbb4","0001b109",29,21,0,0,20,12,0,0,5,5,3,3,1,1
"10864",109394,11,"0001d56f","0000cab4",27,26,0,0,18,19,0,0,5,4,4,3,0,0
"10866",109395,12,"0000cabb","0000c9be",38,31,0,0,26,24,0,0,5,5,4,0,3,2
"10867",109396,14,"0001dc0b","0001d668",31,31,0,0,18,22,0,0,6,5,4,3,3,1
"10868",109397,12,"0000cab9","0001a9ca",34,29,0,0,22,16,0,0,6,6,5,5,1,2
"10869",109398,11,"0000c9bd","0001dbf5",22,23,0,0,17,16,0,0,2,3,3,3,0,1
"10870",109399,11,"0000cab4","0000cd23",32,31,0,0,18,15,0,0,4,4,5,5,5,7
"10871",109400,10,"0001d586","0001d57a",25,26,0,0,16,19,0,0,6,4,3,3,0,0
"10872",109401,10,"0000cee3","0001d4e2",37,36,0,0,23,23,0,0,6,5,4,4,4,4
"10874",109403,14,"0001dbf5","0001a9c3",17,17,0,0,12,12,0,0,4,4,1,1,0,0
"10875",109404,12,"0000cd39","0000ccf0",34,34,0,0,26,20,0,0,4,6,4,5,0,3
"10876",109405,14,"0001dbb1","0001dbf5",23,23,0,0,16,16,0,0,5,5,2,2,0,0
"10877",109406,14,"0001dbff","0001dbfe",39,41,0,1,24,26,0,0,6,6,4,5,5,3
"10878",109407,11,"0001dbbd","0001d580",19,22,0,0,14,18,0,0,3,3,2,1,0,0
"10879",109408,10,"0001ae1d","0000ccfb",39,46,1,1,23,26,1,2,6,6,2,5,6,6
"10880",109409,14,"0001d5fb","0001dc14",26,32,0,0,19,24,0,0,5,5,2,1,0,2
"10882",109411,11,"0001db8d","0001b0f5",36,33,0,0,23,20,0,0,6,5,5,5,2,3
"10883",109412,12,"0001dc0c","0001dbcd",18,21,0,0,7,14,0,0,5,4,3,3,3,0
"10884",109413,13,"0001d8b8","0001dc20",25,40,0,0,13,23,0,0,6,6,4,5,2,6
"10885",109414,13,"0001d58a","0001dba6",30,30,0,0,22,20,0,0,4,5,3,3,1,2
"10886",109415,14,"0001a9c0","0000cee0",36,32,0,0,23,17,0,1,5,6,4,4,4,4
"10887",109416,10,"0001d380","0001d381",36,27,0,1,23,21,0,0,5,2,5,3,3,0
"10888",109417,10,"0001dbc8","0001a9c1",30,30,0,0,20,22,0,0,5,5,5,3,0,0
"10890",109417,11,"0001a9c1","0001dbc8",29,23,0,0,20,14,0,0,5,5,4,4,0,0
"10891",109418,12,"0001d66d","0001daa3",32,32,0,1,17,18,0,0,5,5,5,3,5,5
"10892",109419,10,"0000ce1e","0001d8b2",28,29,0,0,19,20,0,0,6,6,3,3,0,0
"10893",109420,14,"0001b0f6","0001dc09",39,37,1,1,24,22,0,0,6,5,4,4,4,5
"10896",109422,14,"0001a9c1","0001dbc8",26,25,0,0,14,15,0,0,4,4,4,5,4,1
"10897",109423,12,"0001ae09","0001daa6",33,35,0,0,26,24,0,0,4,6,2,5,1,0
"10898",109424,13,"0001d66d","0001a9c3",18,20,0,0,14,15,0,0,4,4,0,1,0,0
"10899",109425,13,"0001dbff","0000ce1f",25,27,0,0,18,12,0,0,4,6,3,5,0,4
"10900",109426,13,"0001a9c5","0000cccf",19,21,0,0,11,12,0,0,3,6,3,3,2,0
"10901",109427,10,"0001db8d","0000cabc",26,31,0,0,18,20,0,0,5,6,3,5,0,0
"10902",109428,14,"0001d669","0001a9c1",38,34,0,0,20,19,1,0,6,5,5,5,6,5
"10903",109429,12,"0001dbc8","0001d668",29,41,0,2,16,26,0,0,5,6,5,4,3,3
"10904",109430,11,"0000cee3","0000cee7",32,36,0,1,16,23,0,0,6,5,5,2,5,5
"10905",109431,14,"0000cabf","0001daa3",30,22,0,0,19,14,0,0,5,4,4,4,2,0
"10907",109432,14,"0001d590","0001d57d",33,31,0,0,24,23,0,0,6,5,3,3,0,0
"10908",109433,10,"0001de3e","0000ce20",33,30,0,0,25,22,0,0,6,5,2,2,0,1
"10909",109434,13,"0001ae07","0001b141",27,30,0,0,19,19,0,0,4,6,3,4,1,1
"10910",109435,14,"0001db88","0001d5e1",21,16,0,0,12,10,0,0,6,5,3,0,0,1
"10911",109436,13,"0001dbd6","0001d56a",29,23,0,0,19,12,0,0,5,6,5,5,0,0
"10913",109437,14,"0001d57a","0001d590",34,34,0,0,27,24,0,0,4,6,3,4,0,0
"10914",109438,10,"0001dbd9","0001dbc8",38,41,1,0,22,23,0,1,6,6,6,5,3,6
"10915",109439,13,"0000cd23","0001d3a8",29,30,0,0,10,15,2,0,5,5,5,5,7,5
"10916",109440,10,"0001d66c","0001d592",31,30,0,0,16,17,1,0,5,5,5,5,4,3
"10918",109441,11,"0001db8e","0001d570",20,13,0,0,11,8,0,0,6,3,3,2,0,0
"10920",109442,11,"0001b120","0001dba2",43,34,2,0,24,20,2,0,6,5,5,5,4,4
"10921",109443,12,"0000ccfc","0001ae1c",22,25,0,0,15,16,0,0,5,5,2,4,0,0
"10923",109445,12,"0000cee4","0001d457",33,18,0,0,26,16,0,0,4,1,3,1,0,0
"10924",109446,11,"0000cccf","0000cc4c",32,31,0,0,23,20,0,0,6,5,3,4,0,2
"10925",109447,14,"0000c9be","0000cab4",27,28,0,0,18,18,0,0,5,5,4,3,0,2
"10927",109448,12,"0001d4e2","0001d395",26,31,0,0,13,14,0,0,5,6,4,6,4,5
"10928",109449,11,"0001d56b","0001d181",32,32,0,0,20,24,0,0,6,6,4,2,2,0
"10929",109450,11,"0000cc4c","0001ae1b",25,25,0,0,16,16,0,0,3,6,3,3,3,0
"10930",109451,10,"0001d39f","0001d578",37,14,2,0,22,9,0,0,6,3,6,2,1,0
"10931",109452,10,"0000cee7","0001d30c",32,31,0,0,18,17,0,0,5,5,5,3,4,6
"10932",109453,14,"0001dbdc","0001d3aa",29,32,0,0,21,22,0,0,4,5,3,4,1,1
"10933",109454,11,"0001d382","0001a9c5",33,46,0,1,20,24,0,2,6,6,3,6,4,7
"10934",109455,13,"0001d591","0001dbf5",27,24,0,0,16,15,0,0,6,5,5,4,0,0
"10935",109456,14,"0000ccfb","0001d8b4",33,35,0,0,16,16,1,1,5,6,4,5,7,7
"10936",109457,12,"0000cabb","0000c9be",29,29,0,0,20,19,0,0,3,5,3,3,3,2
"10937",109458,12,"0001dba7","0001d5ea",31,39,0,0,20,26,0,0,5,6,5,4,1,3
"10939",109460,10,"0001d592","0001d66c",19,19,0,0,10,11,0,0,6,5,3,3,0,0
"10941",109461,10,"0001d570","0001d8b8",30,19,0,0,22,13,0,0,5,5,3,1,0,0
"10942",109462,14,"0001dbfb","0001dbf8",22,23,0,0,13,15,0,0,6,5,3,2,0,1
"10944",109464,10,"0001dbff","0001d3a1",25,37,0,1,19,27,0,0,6,6,0,3,0,0
"10945",109465,12,"0001dbcd","0001d49a",25,24,0,0,15,16,0,0,5,3,4,3,1,2
"10946",109466,14,"0000ce20","0001d2d3",24,22,0,0,16,14,0,0,5,5,3,3,0,0
"10947",109467,11,"0001dbcb","0001d569",25,28,0,0,16,19,0,0,5,5,3,4,1,0
"10950",109469,11,"0001dbf8","0001dc0d",17,14,0,0,10,7,0,0,4,2,1,2,2,3
"10951",109470,14,"0001dbfe","0001dba7",24,32,0,0,15,16,0,0,3,4,3,6,3,6
"10952",109471,10,"0001d381","0001d380",32,31,2,0,22,23,0,0,5,5,3,3,0,0
"10953",109471,11,"0001d30e","0001d5e1",40,44,2,2,26,26,0,0,6,6,3,6,3,4
"10954",109472,13,"0001de3e","0000c9c0",37,32,0,0,25,22,0,0,6,5,2,5,4,0
"10955",109473,13,"0001dbc8","0001a9c1",35,23,1,0,23,16,0,0,6,4,4,3,1,0
"10956",109474,13,"0001dba3","0001d665",30,28,0,0,18,16,0,0,4,4,5,5,3,3
"10958",109476,11,"0001a9c1","0001dbc8",34,25,1,0,22,14,1,0,5,4,4,4,1,3
"10959",109477,10,"0001d30b","0001d497",29,31,0,0,19,22,0,0,4,5,4,3,2,1
"10961",109479,10,"0000cbf7","0001dbb1",33,28,0,0,23,21,0,0,6,5,3,2,1,0
"10962",109480,14,"0001ad83","0000ca9f",47,41,1,2,27,25,1,0,6,5,6,4,6,5
"10963",109481,14,"0001d5fb","0001db8d",24,21,0,0,17,14,0,0,5,4,2,3,0,0
"10965",109482,13,"0001d32b","0001db9d",23,27,0,0,16,18,0,0,5,5,2,4,0,0
"10966",109483,12,"0001d668","0001dc0b",31,30,0,0,21,19,0,0,5,6,3,3,2,2
"10967",109484,14,"0001d2d4","0001d57d",50,41,3,1,30,28,2,0,6,6,5,5,4,1
"10968",109485,12,"0001d353","0001dc09",32,34,0,0,21,20,0,0,6,5,2,4,3,5
"10969",109486,10,"0001dc1c","0001db9d",33,31,1,0,23,22,0,0,6,5,2,3,1,1
"10971",109488,14,"0000c9bc","0001d8b2",20,30,0,0,7,20,0,0,6,6,5,3,2,1
"10972",109489,13,"0001db91","0001d5fb",24,33,0,0,15,24,0,0,5,4,4,4,0,1
"10974",109490,12,"0001dba2","0000ceeb",28,31,0,0,18,22,0,0,6,4,3,4,1,1
"10975",109491,14,"0001dbce","0001d2d4",29,24,0,0,22,16,0,0,5,6,2,2,0,0
"10976",109492,12,"0001ad85","0001ae1d",31,33,0,0,24,23,0,0,5,6,2,4,0,0
"10977",109493,14,"0001dc0b","0001d5c7",35,33,0,0,21,22,0,0,5,6,4,5,5,0
"10978",109494,14,"0001d4e3","0001d30e",27,18,0,0,15,11,0,0,6,5,5,2,1,0
"10979",109495,12,"0000c9be","0001b141",17,21,0,0,11,13,0,0,4,3,0,3,2,2
"10982",109498,13,"0001ae1b","0001ae1c",25,35,0,0,17,22,0,0,3,4,2,5,3,4
"10983",109499,12,"0001d57d","0001dbaf",43,34,1,0,26,20,0,0,6,6,4,4,6,4
"10984",109500,10,"0001dbc8","0001a9c1",33,26,0,0,21,17,0,0,5,5,5,4,2,0
"10986",109501,13,"0000cd39","0000ccf0",31,35,0,1,23,25,0,0,6,4,2,4,0,1
"10987",109502,10,"0001daa6","0001b0f5",30,34,0,0,21,20,0,0,6,6,3,5,0,3
"10988",109503,12,"0001d5e1","0001db88",30,23,0,0,17,10,0,1,6,5,4,4,3,3
"10990",109505,12,"0001dbea","0001dbfe",34,33,0,0,25,20,0,0,5,6,4,5,0,2
"10991",109506,12,"0001dbbd","0001dbfb",19,25,0,0,11,13,0,0,4,5,3,5,1,2
"10992",109507,12,"0001dc0d","0001dbf8",33,32,0,0,18,18,0,0,5,5,5,5,5,4
"10993",109508,13,"0001d578","0001ae07",28,31,0,0,19,20,0,0,5,6,3,5,1,0
"10994",109509,10,"0001a9c2","0000ceea",31,24,0,0,25,19,0,0,5,4,1,1,0,0
"10995",109510,14,"0001de3e","0001d57a",39,40,0,2,30,21,0,1,6,4,2,5,1,7
"10996",109511,13,"0001ad83","0000cabb",32,31,0,0,19,17,0,0,5,4,5,6,3,4
"10997",109512,10,"0001d30c","0000cee7",19,20,0,0,11,11,0,0,4,4,3,3,1,2
"10998",109513,13,"0001db88","0001dbcd",34,36,0,2,24,25,0,0,5,5,5,4,0,0
"10999",109514,13,"0000cbf8","0000c9ba",21,22,0,0,14,15,0,0,5,3,2,4,0,0
"11000",109515,14,"0001b0f6","0001dc09",31,33,0,0,21,19,0,0,4,4,3,5,3,5
"11001",109516,10,"0001d30c","0000cee7",30,30,0,0,15,19,0,0,4,5,5,3,6,3
"11005",109517,13,"0000c9be","0001dbdc",21,21,0,0,13,11,0,0,5,4,2,4,1,2
"11006",109518,13,"0000ccfb","0000cccf",35,32,0,0,19,17,1,0,6,6,3,4,6,5
"11007",109519,11,"0001d3a9","0001d5fb",23,32,0,0,12,19,0,0,6,4,3,5,2,4
"11009",109521,12,"0001dba2","0000ceeb",24,37,0,1,14,23,0,0,4,5,4,5,2,3
"11010",109522,11,"0001dbcb","0001d8b2",35,27,0,0,26,19,0,0,5,5,3,3,1,0
"11011",109523,10,"0001d5f0","0001dbf2",11,23,0,0,6,12,0,0,4,4,1,3,0,4
"11012",109524,14,"0000c9bd","0000cabf",23,25,0,0,17,17,0,0,5,6,1,1,0,1
"11013",109525,10,"0001d5fb","0001d3a9",31,31,0,0,23,22,0,0,4,6,3,3,1,0
"11014",109526,14,"0001d2d3","0001d37d",37,30,2,0,28,22,0,0,6,6,1,1,0,1
"11015",109527,11,"0001dbf8","0001dc0d",32,35,0,0,22,24,0,0,5,4,4,4,1,3
"11016",109528,13,"0001dbed","0001dbce",28,35,0,0,19,26,0,0,4,5,3,3,2,1
"11017",109529,11,"0000c9bc","0001dbea",23,34,0,0,16,23,0,0,5,5,2,5,0,1
"11018",109530,11,"0001d56b","0001d8b2",33,35,0,0,21,23,0,0,6,6,4,4,2,2
"11019",109531,11,"0001dbf1","0001d56b",35,34,0,0,21,21,0,0,6,6,5,4,3,3
"11020",109532,12,"0000ce21","0000cccf",45,36,2,0,22,22,3,0,6,4,6,4,6,6
"11022",109534,10,"0001d669","0001dbd7",31,32,0,0,21,21,0,0,6,6,4,4,0,1
"11023",109535,13,"0001d66d","0001a9c3",27,35,0,0,13,23,0,0,6,5,5,4,3,3
"11024",109536,11,"0001d30c","0001d56e",30,25,0,0,17,14,0,0,4,5,5,4,4,2
"11025",109537,13,"0001dbb4","0001dc15",40,45,0,1,27,23,0,2,5,6,5,6,3,7
"11026",109538,13,"0001d570","0001dc20",31,37,0,0,20,24,0,0,5,6,4,5,2,2
"11027",109539,11,"0001d585","0001dbcb",29,30,0,0,16,18,0,0,5,5,4,3,4,4
"11030",109541,12,"0001dc0c","0001dbcd",19,15,0,0,10,9,0,0,4,3,2,2,3,1
"11031",109541,13,"0001dbdc","0001dbd9",21,18,0,0,10,11,0,0,6,5,5,2,0,0
"11032",109542,10,"0001dbd8","0001db8e",9,18,0,0,3,8,0,0,3,5,2,2,1,3
"11034",109543,13,"0001dbb0","0001d8b7",25,34,0,0,18,16,0,0,5,6,1,6,1,6
"11035",109544,14,"0000cabf","0001dbb1",19,21,0,0,11,14,0,0,5,4,2,2,1,1
"11036",109545,13,"0001dbc2","0001d674",42,40,1,0,28,25,0,0,6,6,4,5,3,4
"11037",109546,11,"0001d3a8","0000cee9",26,23,0,0,19,15,0,0,5,5,2,3,0,0
"11038",109546,12,"0001dbf2","0001d590",23,14,0,0,14,8,0,0,5,5,3,1,1,0
"11040",109547,11,"0001dba2","0000cabc",34,40,0,0,22,29,0,0,5,5,5,5,2,1
"11041",109548,13,"0001dbdc","0001d3a0",24,22,0,0,16,16,0,0,5,4,3,2,0,0
"11042",109549,10,"0001d5fb","0001d3a9",28,26,0,0,22,19,0,0,3,5,3,2,0,0
"11044",109551,10,"0001d56b","0001db8f",29,19,0,0,21,10,0,0,6,6,2,3,0,0
"11045",109551,11,"0001b0f6","0001dbb0",22,19,0,0,16,14,0,0,4,4,2,1,0,0
"11046",109552,11,"0001dbb1","0001d49b",39,40,0,0,24,24,0,0,6,6,4,5,5,5
"11047",109553,14,"0001d66b","0001d3a6",26,22,0,0,19,15,0,0,5,4,2,3,0,0
"11052",109555,14,"0001de3e","0001d57a",36,47,0,1,26,29,0,1,6,5,4,5,0,6
"11053",109556,10,"0001d393","0001d3a5",28,26,0,0,20,17,0,0,5,6,3,3,0,0
"11054",109557,11,"0001d570","0000c9b7",19,24,0,0,14,19,0,0,4,3,1,2,0,0
"11055",109558,13,"0001dc0c","0001dbe0",33,31,1,0,23,19,0,0,4,6,4,5,1,1
"11056",109559,10,"0001d580","0001d30e",27,24,0,0,19,16,0,0,4,5,3,3,1,0
"11058",109560,10,"0001d674","0001dbc2",30,28,0,0,17,16,0,0,6,6,4,4,3,2
"11059",109561,10,"0001dc0c","0001db88",26,32,0,0,16,23,0,0,5,6,3,3,2,0
"11060",109562,11,"0001d382","0001ae1d",31,24,0,0,19,19,0,0,5,5,4,0,3,0
"11061",109563,13,"0001ae1d","0000cccf",31,31,0,0,20,22,0,0,6,6,4,3,1,0
"11062",109564,10,"0001b108","0001d30b",10,17,0,0,4,10,0,0,3,5,3,2,0,0
"11064",109564,11,"0001d49a","0001dc08",26,25,0,0,20,15,0,0,3,5,3,4,0,1
"11065",109565,14,"0000ce21","0001d4dd",22,29,0,0,15,19,0,0,4,6,3,3,0,1
"11066",109566,11,"0000cabc","0001db8d",33,28,0,0,19,16,0,0,6,5,5,4,3,3
"11067",109567,13,"0000c9bb","0001d591",26,29,0,0,17,18,0,0,5,5,3,5,1,1
"11069",109568,14,"0001d353","0000cee4",30,37,0,0,17,24,0,0,6,6,3,4,4,3
"11070",109569,10,"0000cabc","0001daa6",24,24,0,0,14,16,0,0,5,6,5,2,0,0
"11071",109569,11,"0000cee8","0001b141",18,19,0,0,12,13,0,0,5,4,1,2,0,0
"11074",109571,14,"0001a9cb","0001db8f",25,30,0,0,19,21,0,0,4,6,2,3,0,0
"11075",109572,12,"0001d578","0001d674",32,26,0,0,20,13,0,0,6,6,4,4,2,3
"11076",109573,10,"0001dbea","0001d8b5",31,32,0,0,23,23,0,0,5,6,3,3,0,0
"11077",109574,12,"0001d56a","0000c9bc",38,31,0,0,25,19,0,0,5,6,4,2,4,4
"11078",109575,10,"0001d569","0001dba7",24,25,0,0,16,15,0,0,5,6,3,4,0,0
"11079",109576,12,"0000cee0","0001d57b",29,32,0,0,18,21,0,0,5,6,4,4,2,1
"11080",109577,13,"0001d8b7","0001d57b",41,42,0,0,22,26,0,0,6,5,6,6,7,5
"11081",109578,14,"0000cd23","0001b141",20,20,0,0,12,15,0,0,4,3,4,2,0,0
"11082",109579,14,"0001b0f5","0001ae08",27,27,0,0,12,13,0,0,5,4,5,5,5,5
"11083",109580,10,"0001d51c","0000cee8",39,37,0,0,25,26,0,0,6,5,5,3,3,3
"11086",109582,12,"0001dbff","0001a9cb",25,18,0,0,20,13,0,0,4,4,0,0,1,1
"11087",109583,11,"0001dbb0","0001d2d3",26,25,0,0,19,19,0,0,5,5,2,0,0,1
"11088",109584,10,"0001a9c1","0001dc0b",48,42,1,0,27,24,1,1,6,6,6,5,7,6
"11089",109585,14,"0001ad83","0001b0fa",38,32,1,0,27,26,0,0,6,5,2,1,2,0
"11090",109586,11,"0001a9c2","0001d3a0",28,36,0,0,19,21,0,0,6,6,3,6,0,3
"11091",109587,12,"0001ae1c","0000cccf",38,47,0,2,25,29,0,1,6,6,2,4,5,5
"11092",109588,10,"0001b0f5","0001dc14",32,33,0,0,21,22,0,0,5,5,5,4,1,2
"11093",109589,13,"0001d57a","0001d37d",25,32,0,0,18,18,0,0,4,6,3,5,0,3
"11094",109590,12,"0001d4e4","0001d4e3",34,32,0,0,24,22,0,0,5,5,4,3,1,2
"11095",109591,11,"0000cee0","0001d8b7",25,29,0,0,15,11,0,0,6,6,3,5,1,7
"11096",109592,10,"0001ae17","0001ae09",16,22,0,0,9,17,0,0,4,4,3,1,0,0
"11097",109593,13,"0000cabf","0000c9bd",23,29,0,0,15,21,0,0,6,4,2,4,0,0
"11099",109594,11,"0001dbc8","0000ca9f",44,46,0,1,29,29,1,1,6,5,5,6,3,4
"11100",109595,13,"0001dbb0","0001d66f",33,32,0,0,26,20,0,0,5,4,2,6,0,2
"11101",109596,11,"0001ae17","0001ae08",40,38,0,0,23,23,0,1,6,5,6,4,5,5
"11102",109597,10,"0000ceea","0001dc08",25,27,0,0,20,19,0,0,3,4,2,4,0,0
"11103",109598,10,"0000ce13","0001d585",35,37,0,1,26,26,0,0,6,6,3,4,0,0
"11104",109599,13,"0001b0f7","0001b11d",29,26,0,0,20,17,0,0,5,5,2,3,2,1
"11106",109600,12,"0000ceea","0001d30c",16,17,0,0,12,10,0,0,4,4,0,3,0,0
"11107",109601,11,"0001d8b7","0001b0f6",33,38,0,0,16,24,0,0,6,6,6,5,5,3
"11108",109602,11,"0001d569","0001d181",37,33,0,0,26,26,0,0,6,5,4,2,1,0
"11109",109603,14,"0001d569","0001a9cc",28,28,0,0,19,18,0,0,5,6,1,3,3,1
"11110",109604,12,"0001d2d3","0001d353",38,36,2,0,19,24,2,0,6,6,4,3,5,3
"11111",109605,14,"0001d2d3","0001a9aa",46,32,3,0,30,21,0,0,5,6,5,3,3,2
"11112",109606,12,"0001a9ca","0001d5f0",31,40,0,0,17,25,0,0,6,6,4,4,4,5
"11113",109607,12,"0001dbc3","0001d34e",25,26,0,0,17,18,0,0,5,5,3,3,0,0
"11114",109608,10,"0001d32b","0001dbcd",24,16,0,0,12,11,0,0,5,3,3,2,4,0
"11116",109609,13,"0001dba3","0001d665",28,26,0,0,19,13,0,0,5,6,4,4,0,3
"11117",109610,12,"0001d2d3","0001d353",41,35,2,0,24,22,1,0,6,6,5,4,3,3
"11118",109611,10,"0001dbff","0001d3a1",13,11,0,0,7,8,0,0,4,3,2,0,0,0
"11119",109611,11,"0001d569","0001d3a1",19,14,0,0,12,10,0,0,4,4,3,0,0,0
"11121",109611,13,"0001b105","0001dbce",18,28,0,0,11,18,0,0,4,4,3,3,0,3
"11123",109612,12,"0001ad83","0000cee9",14,17,0,0,8,12,0,0,6,5,0,0,0,0
"11125",109613,13,"0000cabf","0000c9bd",29,31,0,0,18,20,0,0,6,5,5,4,0,2
"11126",109614,13,"0001d58a","0001d30e",31,42,0,2,23,28,0,0,3,6,2,3,3,3
"11127",109615,12,"0001d3a5","0000cabf",25,34,0,1,17,20,0,1,5,5,3,6,0,1
"11128",109616,10,"0001dbf2","0001d37d",29,29,0,0,20,18,0,0,3,4,3,3,3,4
"11131",109617,10,"0000cee4","0000cee0",35,35,0,0,22,22,0,0,6,6,4,4,3,3
"11132",109618,14,"0001dbd5","0000ce13",38,29,0,0,25,19,0,0,6,6,5,1,2,3
"11133",109619,13,"0001d669","0001dc0b",33,37,0,0,22,23,0,0,5,6,4,4,2,4
"11134",109620,10,"0001dbdc","0001d3a0",21,30,0,0,15,20,0,0,4,5,2,4,0,1
"11135",109621,13,"0001a9aa","0001d2d3",34,44,0,2,22,25,0,2,5,6,4,4,3,5
"11136",109622,14,"0001d3a5","0001d393",27,29,0,0,18,19,0,0,6,5,3,5,0,0
"11137",109623,10,"0001dc08","0001d3a4",43,42,2,2,24,27,2,2,6,6,5,3,4,2
"11138",109624,13,"0001dbd6","0001d588",34,34,0,0,22,25,0,0,6,5,5,4,1,0
"11139",109625,11,"0001b0f6","0001dbb0",34,42,0,1,27,27,0,0,4,6,3,5,0,3
"11140",109626,11,"0001dbeb","0001d392",24,24,0,0,18,18,0,0,5,5,1,1,0,0
"11141",109627,14,"0001d590","0001dbb3",34,26,0,0,22,13,0,0,6,6,4,5,2,2
"11142",109628,14,"0001a9aa","0001d586",32,36,0,0,24,24,0,0,5,6,3,5,0,1
"11143",109629,12,"0001d5fb","0001d3a9",33,28,0,0,22,18,0,0,5,6,3,3,3,1
"11145",109630,11,"0000cee3","0000cee8",25,17,0,0,13,11,0,0,6,5,4,1,2,0
"11147",109630,12,"0001d57a","0001a9c0",19,27,0,0,12,19,0,0,4,5,3,3,0,0
"11148",109631,10,"0001d33e","0000ccfd",28,30,0,0,18,16,0,0,6,5,4,5,0,4
"11149",109632,12,"0001db88","0001d3a4",19,31,0,0,9,20,0,0,5,5,5,3,0,3
"11150",109633,11,"0000c9ba","0001dbfe",35,39,2,0,27,24,0,1,4,4,2,5,0,5
"11151",109634,12,"0001b120","0001b0f5",26,37,0,0,18,23,0,0,5,5,3,4,0,5
"11152",109635,13,"0000c9b7","0001b0f5",47,32,1,0,29,18,2,0,5,5,4,5,6,4
"11153",109636,12,"0001b141","0000ca9f",38,36,0,0,23,16,1,3,5,6,4,5,5,6
"11154",109637,12,"0001d66e","0001dbd7",20,15,0,0,16,10,0,0,4,3,0,2,0,0
"11155",109637,13,"0000c9bc","0001dbff",24,20,0,0,17,13,0,0,5,6,2,1,0,0
"11157",109638,11,"0001d5fb","0001d8b8",28,16,0,0,21,9,0,0,4,4,3,3,0,0
"11158",109638,12,"0001ae1d","0001a9bd",23,29,0,0,16,21,0,0,4,6,3,2,0,0
"11159",109639,13,"0000cccf","0001ae1c",25,24,0,0,17,13,0,0,5,5,3,3,0,3
"11160",109640,11,"0001ae1d","0001d8b4",39,36,1,0,28,24,0,0,6,6,3,5,1,1
"11161",109641,12,"0000c9be","0001b141",24,35,0,0,18,23,0,0,5,4,0,5,1,3
"11162",109642,10,"0001dc0c","0001db88",22,33,0,0,14,22,0,0,5,6,1,5,2,0
